,day,employee_headcount,company_id,mean_seniority,mean_salary
0,2011-02-06,36,2,16.02777777777778,175194.44444444444
0,2011-02-06,20,3,16.95,160400.0
0,2011-02-06,19,4,14.789473684210526,138578.94736842104
0,2011-02-06,13,5,10.846153846153847,103000.0
0,2011-02-06,11,6,13.363636363636363,107909.09090909091
0,2011-02-06,7,7,16.0,136428.57142857142
0,2011-02-06,12,8,12.583333333333334,111250.0
0,2011-02-06,7,9,15.285714285714286,84857.14285714286
0,2011-02-06,2,10,16.5,208000.0
0,2011-02-07,67,1,14.283582089552239,159298.50746268657
0,2011-02-07,36,2,16.02777777777778,175194.44444444444
0,2011-02-07,20,3,16.95,160400.0
0,2011-02-07,19,4,14.789473684210526,138578.94736842104
0,2011-02-07,13,5,10.846153846153847,103000.0
0,2011-02-07,11,6,13.363636363636363,107909.09090909091
0,2011-02-07,7,7,16.0,136428.57142857142
0,2011-02-07,12,8,12.583333333333334,111250.0
0,2011-02-07,7,9,15.285714285714286,84857.14285714286
0,2011-02-07,2,10,16.5,208000.0
0,2011-02-08,99,1,13.545454545454545,158373.7373737374
0,2011-02-08,55,2,15.872727272727273,166109.0909090909
0,2011-02-08,25,3,16.96,148200.0
0,2011-02-08,25,4,14.48,140920.0
0,2011-02-08,17,5,11.529411764705882,111235.29411764706
0,2011-02-08,15,6,15.2,116600.0
0,2011-02-08,12,7,17.083333333333332,154583.33333333334
0,2011-02-08,13,8,13.76923076923077,110000.0
0,2011-02-08,10,9,15.1,92000.0
0,2011-02-08,5,10,15.0,160800.0
0,2011-02-09,102,1,13.549019607843137,160441.17647058822
0,2011-02-09,57,2,15.701754385964913,165403.50877192983
0,2011-02-09,26,3,16.615384615384617,144923.07692307694
0,2011-02-09,25,4,14.48,140920.0
0,2011-02-09,18,5,11.277777777777779,110722.22222222222
0,2011-02-09,15,6,15.2,116600.0
0,2011-02-09,12,7,17.083333333333332,154583.33333333334
0,2011-02-09,13,8,13.76923076923077,110000.0
0,2011-02-09,11,9,13.909090909090908,85818.18181818182
0,2011-02-09,5,10,15.0,160800.0
0,2011-02-10,104,1,13.451923076923077,159000.0
0,2011-02-10,58,2,15.551724137931034,164793.10344827586
0,2011-02-10,26,3,16.615384615384617,144923.07692307694
0,2011-02-10,25,4,14.48,140920.0
0,2011-02-10,18,5,11.277777777777779,110722.22222222222
0,2011-02-10,15,6,15.2,116600.0
0,2011-02-10,12,7,17.083333333333332,154583.33333333334
0,2011-02-10,13,8,13.76923076923077,110000.0
0,2011-02-10,11,9,13.909090909090908,85818.18181818182
0,2011-02-10,5,10,15.0,160800.0
0,2011-02-11,104,1,13.451923076923077,159000.0
0,2011-02-11,58,2,15.551724137931034,164793.10344827586
0,2011-02-11,26,3,16.615384615384617,144923.07692307694
0,2011-02-11,25,4,14.48,140920.0
0,2011-02-11,20,5,12.4,118350.0
0,2011-02-11,15,6,15.2,116600.0
0,2011-02-11,12,7,17.083333333333332,154583.33333333334
0,2011-02-11,13,8,13.76923076923077,110000.0
0,2011-02-11,11,9,13.909090909090908,85818.18181818182
0,2011-02-11,5,10,15.0,160800.0
0,2011-02-12,104,1,13.451923076923077,159000.0
0,2011-02-12,58,2,15.551724137931034,164793.10344827586
0,2011-02-12,26,3,16.615384615384617,144923.07692307694
0,2011-02-12,25,4,14.48,140920.0
0,2011-02-12,20,5,12.4,118350.0
0,2011-02-12,15,6,15.2,116600.0
0,2011-02-12,12,7,17.083333333333332,154583.33333333334
0,2011-02-12,13,8,13.76923076923077,110000.0
0,2011-02-12,11,9,13.909090909090908,85818.18181818182
0,2011-02-12,5,10,15.0,160800.0
0,2011-02-13,104,1,13.451923076923077,159000.0
0,2011-02-13,58,2,15.551724137931034,164793.10344827586
0,2011-02-13,26,3,16.615384615384617,144923.07692307694
0,2011-02-13,25,4,14.48,140920.0
0,2011-02-13,20,5,12.4,118350.0
0,2011-02-13,15,6,15.2,116600.0
0,2011-02-13,12,7,17.083333333333332,154583.33333333334
0,2011-02-13,13,8,13.76923076923077,110000.0
0,2011-02-13,11,9,13.909090909090908,85818.18181818182
0,2011-02-13,5,10,15.0,160800.0
0,2011-02-14,104,1,13.451923076923077,159000.0
0,2011-02-14,58,2,15.551724137931034,164793.10344827586
0,2011-02-14,26,3,16.615384615384617,144923.07692307694
0,2011-02-14,25,4,14.48,140920.0
0,2011-02-14,20,5,12.4,118350.0
0,2011-02-14,15,6,15.2,116600.0
0,2011-02-14,12,7,17.083333333333332,154583.33333333334
0,2011-02-14,13,8,13.76923076923077,110000.0
0,2011-02-14,11,9,13.909090909090908,85818.18181818182
0,2011-02-14,5,10,15.0,160800.0
0,2011-02-15,129,1,13.565891472868216,156379.8449612403
0,2011-02-15,72,2,15.194444444444445,157097.22222222222
0,2011-02-15,37,3,15.513513513513514,145324.32432432432
0,2011-02-15,28,4,13.75,132535.7142857143
0,2011-02-15,35,5,12.571428571428571,122942.85714285714
0,2011-02-15,21,6,15.571428571428571,119000.0
0,2011-02-15,14,7,16.785714285714285,150000.0
0,2011-02-15,21,8,12.19047619047619,105714.28571428571
0,2011-02-15,13,9,14.461538461538462,92153.84615384616
0,2011-02-15,8,10,15.75,147875.0
0,2011-02-16,130,1,13.623076923076923,156176.92307692306
0,2011-02-16,74,2,15.135135135135135,157310.8108108108
0,2011-02-16,38,3,15.394736842105264,145500.0
0,2011-02-16,28,4,13.75,132535.7142857143
0,2011-02-16,35,5,12.571428571428571,122942.85714285714
0,2011-02-16,22,6,15.272727272727273,118000.0
0,2011-02-16,16,7,16.4375,150000.0
0,2011-02-16,22,8,12.181818181818182,104136.36363636363
0,2011-02-16,13,9,14.461538461538462,92153.84615384616
0,2011-02-16,8,10,15.75,147875.0
0,2011-02-17,132,1,13.75,157409.0909090909
0,2011-02-17,74,2,15.135135135135135,157310.8108108108
0,2011-02-17,38,3,15.394736842105264,145500.0
0,2011-02-17,28,4,13.75,132535.7142857143
0,2011-02-17,35,5,12.571428571428571,122942.85714285714
0,2011-02-17,22,6,15.272727272727273,118000.0
0,2011-02-17,19,7,15.578947368421053,154631.57894736843
0,2011-02-17,22,8,12.181818181818182,104136.36363636363
0,2011-02-17,13,9,14.461538461538462,92153.84615384616
0,2011-02-17,8,10,15.75,147875.0
0,2011-02-18,132,1,13.75,157409.0909090909
0,2011-02-18,74,2,15.135135135135135,157310.8108108108
0,2011-02-18,38,3,15.394736842105264,145500.0
0,2011-02-18,28,4,13.75,132535.7142857143
0,2011-02-18,35,5,12.571428571428571,122942.85714285714
0,2011-02-18,22,6,15.272727272727273,118000.0
0,2011-02-18,19,7,15.578947368421053,154631.57894736843
0,2011-02-18,22,8,12.181818181818182,104136.36363636363
0,2011-02-18,13,9,14.461538461538462,92153.84615384616
0,2011-02-18,8,10,15.75,147875.0
0,2011-02-19,132,1,13.75,157409.0909090909
0,2011-02-19,74,2,15.135135135135135,157310.8108108108
0,2011-02-19,38,3,15.394736842105264,145500.0
0,2011-02-19,28,4,13.75,132535.7142857143
0,2011-02-19,35,5,12.571428571428571,122942.85714285714
0,2011-02-19,22,6,15.272727272727273,118000.0
0,2011-02-19,19,7,15.578947368421053,154631.57894736843
0,2011-02-19,22,8,12.181818181818182,104136.36363636363
0,2011-02-19,13,9,14.461538461538462,92153.84615384616
0,2011-02-19,8,10,15.75,147875.0
0,2011-02-20,132,1,13.75,157409.0909090909
0,2011-02-20,74,2,15.135135135135135,157310.8108108108
0,2011-02-20,38,3,15.394736842105264,145500.0
0,2011-02-20,28,4,13.75,132535.7142857143
0,2011-02-20,35,5,12.571428571428571,122942.85714285714
0,2011-02-20,22,6,15.272727272727273,118000.0
0,2011-02-20,19,7,15.578947368421053,154631.57894736843
0,2011-02-20,22,8,12.181818181818182,104136.36363636363
0,2011-02-20,13,9,14.461538461538462,92153.84615384616
0,2011-02-20,8,10,15.75,147875.0
0,2011-02-21,132,1,13.75,157409.0909090909
0,2011-02-21,74,2,15.135135135135135,157310.8108108108
0,2011-02-21,38,3,15.394736842105264,145500.0
0,2011-02-21,28,4,13.75,132535.7142857143
0,2011-02-21,35,5,12.571428571428571,122942.85714285714
0,2011-02-21,22,6,15.272727272727273,118000.0
0,2011-02-21,19,7,15.578947368421053,154631.57894736843
0,2011-02-21,22,8,12.181818181818182,104136.36363636363
0,2011-02-21,13,9,14.461538461538462,92153.84615384616
0,2011-02-21,8,10,15.75,147875.0
0,2011-02-22,132,1,13.75,157409.0909090909
0,2011-02-22,74,2,15.135135135135135,157310.8108108108
0,2011-02-22,38,3,15.394736842105264,145500.0
0,2011-02-22,28,4,13.75,132535.7142857143
0,2011-02-22,35,5,12.571428571428571,122942.85714285714
0,2011-02-22,22,6,15.272727272727273,118000.0
0,2011-02-22,19,7,15.578947368421053,154631.57894736843
0,2011-02-22,22,8,12.181818181818182,104136.36363636363
0,2011-02-22,13,9,14.461538461538462,92153.84615384616
0,2011-02-22,8,10,15.75,147875.0
0,2011-02-23,156,1,13.737179487179487,155826.92307692306
0,2011-02-23,87,2,14.758620689655173,160770.11494252874
0,2011-02-23,48,3,15.333333333333334,135812.5
0,2011-02-23,34,4,12.852941176470589,126911.76470588235
0,2011-02-23,40,5,12.425,121350.0
0,2011-02-23,25,6,14.88,110120.0
0,2011-02-23,20,7,15.1,154150.0
0,2011-02-23,30,8,12.433333333333334,110133.33333333333
0,2011-02-23,18,9,16.555555555555557,106777.77777777778
0,2011-02-23,10,10,16.1,143700.0
0,2011-02-23,1,11,8.0,115000.0
0,2011-02-24,159,1,13.754716981132075,156452.83018867925
0,2011-02-24,87,2,14.758620689655173,160770.11494252874
0,2011-02-24,49,3,15.142857142857142,135204.08163265305
0,2011-02-24,34,4,12.852941176470589,126911.76470588235
0,2011-02-24,40,5,12.425,121350.0
0,2011-02-24,25,6,14.88,110120.0
0,2011-02-24,20,7,15.1,154150.0
0,2011-02-24,30,8,12.433333333333334,110133.33333333333
0,2011-02-24,18,9,16.555555555555557,106777.77777777778
0,2011-02-24,10,10,16.1,143700.0
0,2011-02-24,1,11,8.0,115000.0
0,2011-02-25,159,1,13.754716981132075,156452.83018867925
0,2011-02-25,88,2,14.693181818181818,159806.81818181818
0,2011-02-25,51,3,14.941176470588236,133058.82352941178
0,2011-02-25,34,4,12.852941176470589,126911.76470588235
0,2011-02-25,40,5,12.425,121350.0
0,2011-02-25,25,6,14.88,110120.0
0,2011-02-25,20,7,15.1,154150.0
0,2011-02-25,30,8,12.433333333333334,110133.33333333333
0,2011-02-25,18,9,16.555555555555557,106777.77777777778
0,2011-02-25,10,10,16.1,143700.0
0,2011-02-25,1,11,8.0,115000.0
0,2011-02-26,159,1,13.754716981132075,156452.83018867925
0,2011-02-26,88,2,14.693181818181818,159806.81818181818
0,2011-02-26,51,3,14.941176470588236,133058.82352941178
0,2011-02-26,34,4,12.852941176470589,126911.76470588235
0,2011-02-26,40,5,12.425,121350.0
0,2011-02-26,25,6,14.88,110120.0
0,2011-02-26,20,7,15.1,154150.0
0,2011-02-26,30,8,12.433333333333334,110133.33333333333
0,2011-02-26,18,9,16.555555555555557,106777.77777777778
0,2011-02-26,10,10,16.1,143700.0
0,2011-02-26,1,11,8.0,115000.0
0,2011-02-27,159,1,13.754716981132075,156452.83018867925
0,2011-02-27,88,2,14.693181818181818,159806.81818181818
0,2011-02-27,51,3,14.941176470588236,133058.82352941178
0,2011-02-27,34,4,12.852941176470589,126911.76470588235
0,2011-02-27,40,5,12.425,121350.0
0,2011-02-27,25,6,14.88,110120.0
0,2011-02-27,20,7,15.1,154150.0
0,2011-02-27,30,8,12.433333333333334,110133.33333333333
0,2011-02-27,18,9,16.555555555555557,106777.77777777778
0,2011-02-27,10,10,16.1,143700.0
0,2011-02-27,1,11,8.0,115000.0
0,2011-02-28,159,1,13.754716981132075,156452.83018867925
0,2011-02-28,88,2,14.693181818181818,159806.81818181818
0,2011-02-28,51,3,14.941176470588236,133058.82352941178
0,2011-02-28,34,4,12.852941176470589,126911.76470588235
0,2011-02-28,40,5,12.425,121350.0
0,2011-02-28,25,6,14.88,110120.0
0,2011-02-28,20,7,15.1,154150.0
0,2011-02-28,30,8,12.433333333333334,110133.33333333333
0,2011-02-28,18,9,16.555555555555557,106777.77777777778
0,2011-02-28,10,10,16.1,143700.0
0,2011-02-28,1,11,8.0,115000.0
0,2011-03-01,178,1,14.089887640449438,158095.50561797753
0,2011-03-01,97,2,14.711340206185566,162144.3298969072
0,2011-03-01,57,3,15.421052631578947,132912.28070175438
0,2011-03-01,37,4,13.324324324324325,123675.67567567568
0,2011-03-01,42,5,12.833333333333334,124738.09523809524
0,2011-03-01,31,6,16.06451612903226,127161.29032258065
0,2011-03-01,23,7,15.608695652173912,155260.86956521738
0,2011-03-01,35,8,12.314285714285715,107285.71428571429
0,2011-03-01,21,9,15.666666666666666,112142.85714285714
0,2011-03-01,13,10,15.615384615384615,153923.07692307694
0,2011-03-01,1,11,8.0,115000.0
0,2011-03-02,178,1,14.089887640449438,158095.50561797753
0,2011-03-02,99,2,14.858585858585858,161929.29292929292
0,2011-03-02,58,3,15.517241379310345,134534.4827586207
0,2011-03-02,37,4,13.324324324324325,123675.67567567568
0,2011-03-02,44,5,12.863636363636363,123181.81818181818
0,2011-03-02,33,6,16.09090909090909,129727.27272727272
0,2011-03-02,23,7,15.608695652173912,155260.86956521738
0,2011-03-02,35,8,12.314285714285715,107285.71428571429
0,2011-03-02,22,9,15.318181818181818,110136.36363636363
0,2011-03-02,13,10,15.615384615384615,153923.07692307694
0,2011-03-02,1,11,8.0,115000.0
0,2011-03-03,181,1,14.160220994475138,158237.56906077347
0,2011-03-03,101,2,14.930693069306932,162019.801980198
0,2011-03-03,58,3,15.517241379310345,134534.4827586207
0,2011-03-03,38,4,13.263157894736842,122710.52631578948
0,2011-03-03,44,5,12.863636363636363,123181.81818181818
0,2011-03-03,34,6,15.794117647058824,130794.11764705883
0,2011-03-03,23,7,15.608695652173912,155260.86956521738
0,2011-03-03,36,8,12.25,106083.33333333333
0,2011-03-03,23,9,15.391304347826088,112869.56521739131
0,2011-03-03,13,10,15.615384615384615,153923.07692307694
0,2011-03-03,1,11,8.0,115000.0
0,2011-03-04,182,1,14.192307692307692,159263.73626373627
0,2011-03-04,101,2,14.930693069306932,162019.801980198
0,2011-03-04,58,3,15.517241379310345,134534.4827586207
0,2011-03-04,38,4,13.263157894736842,122710.52631578948
0,2011-03-04,44,5,12.863636363636363,123181.81818181818
0,2011-03-04,34,6,15.794117647058824,130794.11764705883
0,2011-03-04,23,7,15.608695652173912,155260.86956521738
0,2011-03-04,36,8,12.25,106083.33333333333
0,2011-03-04,23,9,15.391304347826088,112869.56521739131
0,2011-03-04,13,10,15.615384615384615,153923.07692307694
0,2011-03-04,1,11,8.0,115000.0
0,2011-03-05,182,1,14.192307692307692,159263.73626373627
0,2011-03-05,101,2,14.930693069306932,162019.801980198
0,2011-03-05,58,3,15.517241379310345,134534.4827586207
0,2011-03-05,38,4,13.263157894736842,122710.52631578948
0,2011-03-05,44,5,12.863636363636363,123181.81818181818
0,2011-03-05,34,6,15.794117647058824,130794.11764705883
0,2011-03-05,23,7,15.608695652173912,155260.86956521738
0,2011-03-05,36,8,12.25,106083.33333333333
0,2011-03-05,23,9,15.391304347826088,112869.56521739131
0,2011-03-05,13,10,15.615384615384615,153923.07692307694
0,2011-03-05,1,11,8.0,115000.0
0,2011-03-06,182,1,14.192307692307692,159263.73626373627
0,2011-03-06,101,2,14.930693069306932,162019.801980198
0,2011-03-06,58,3,15.517241379310345,134534.4827586207
0,2011-03-06,38,4,13.263157894736842,122710.52631578948
0,2011-03-06,44,5,12.863636363636363,123181.81818181818
0,2011-03-06,34,6,15.794117647058824,130794.11764705883
0,2011-03-06,23,7,15.608695652173912,155260.86956521738
0,2011-03-06,36,8,12.25,106083.33333333333
0,2011-03-06,23,9,15.391304347826088,112869.56521739131
0,2011-03-06,13,10,15.615384615384615,153923.07692307694
0,2011-03-06,1,11,8.0,115000.0
0,2011-03-07,182,1,14.192307692307692,159263.73626373627
0,2011-03-07,101,2,14.930693069306932,162019.801980198
0,2011-03-07,58,3,15.517241379310345,134534.4827586207
0,2011-03-07,38,4,13.263157894736842,122710.52631578948
0,2011-03-07,44,5,12.863636363636363,123181.81818181818
0,2011-03-07,34,6,15.794117647058824,130794.11764705883
0,2011-03-07,23,7,15.608695652173912,155260.86956521738
0,2011-03-07,36,8,12.25,106083.33333333333
0,2011-03-07,23,9,15.391304347826088,112869.56521739131
0,2011-03-07,13,10,15.615384615384615,153923.07692307694
0,2011-03-07,1,11,8.0,115000.0
0,2011-03-08,210,1,13.971428571428572,158128.57142857142
0,2011-03-08,117,2,14.923076923076923,162034.18803418803
0,2011-03-08,67,3,16.059701492537314,133388.05970149254
0,2011-03-08,41,4,13.439024390243903,122097.56097560975
0,2011-03-08,54,5,13.12962962962963,116907.4074074074
0,2011-03-08,37,6,15.594594594594595,132783.7837837838
0,2011-03-08,26,7,15.23076923076923,152307.6923076923
0,2011-03-08,38,8,12.342105263157896,105184.21052631579
0,2011-03-08,24,9,14.916666666666666,109916.66666666667
0,2011-03-08,15,10,15.933333333333334,144533.33333333334
0,2011-03-08,1,11,8.0,115000.0
0,2011-03-09,210,1,13.971428571428572,158128.57142857142
0,2011-03-09,118,2,14.991525423728813,162864.40677966102
0,2011-03-09,68,3,15.911764705882353,132926.4705882353
0,2011-03-09,41,4,13.439024390243903,122097.56097560975
0,2011-03-09,54,5,13.12962962962963,116907.4074074074
0,2011-03-09,37,6,15.594594594594595,132783.7837837838
0,2011-03-09,26,7,15.23076923076923,152307.6923076923
0,2011-03-09,38,8,12.342105263157896,105184.21052631579
0,2011-03-09,24,9,14.916666666666666,109916.66666666667
0,2011-03-09,15,10,15.933333333333334,144533.33333333334
0,2011-03-09,1,11,8.0,115000.0
0,2011-03-10,211,1,14.004739336492891,158037.91469194312
0,2011-03-10,121,2,14.909090909090908,162809.9173553719
0,2011-03-10,69,3,15.753623188405797,132449.27536231885
0,2011-03-10,42,4,13.380952380952381,120952.38095238095
0,2011-03-10,54,5,13.12962962962963,116907.4074074074
0,2011-03-10,38,6,15.31578947368421,130973.68421052632
0,2011-03-10,26,7,15.23076923076923,152307.6923076923
0,2011-03-10,39,8,12.333333333333334,105128.20512820513
0,2011-03-10,24,9,14.916666666666666,109916.66666666667
0,2011-03-10,15,10,15.933333333333334,144533.33333333334
0,2011-03-10,1,11,8.0,115000.0
0,2011-03-11,212,1,14.070754716981131,157816.03773584907
0,2011-03-11,121,2,14.909090909090908,162809.9173553719
0,2011-03-11,69,3,15.753623188405797,132449.27536231885
0,2011-03-11,42,4,13.380952380952381,120952.38095238095
0,2011-03-11,55,5,13.345454545454546,119309.09090909091
0,2011-03-11,38,6,15.31578947368421,130973.68421052632
0,2011-03-11,26,7,15.23076923076923,152307.6923076923
0,2011-03-11,39,8,12.333333333333334,105128.20512820513
0,2011-03-11,24,9,14.916666666666666,109916.66666666667
0,2011-03-11,15,10,15.933333333333334,144533.33333333334
0,2011-03-11,1,11,8.0,115000.0
0,2011-03-12,212,1,14.070754716981131,157816.03773584907
0,2011-03-12,121,2,14.909090909090908,162809.9173553719
0,2011-03-12,69,3,15.753623188405797,132449.27536231885
0,2011-03-12,42,4,13.380952380952381,120952.38095238095
0,2011-03-12,55,5,13.345454545454546,119309.09090909091
0,2011-03-12,38,6,15.31578947368421,130973.68421052632
0,2011-03-12,26,7,15.23076923076923,152307.6923076923
0,2011-03-12,39,8,12.333333333333334,105128.20512820513
0,2011-03-12,24,9,14.916666666666666,109916.66666666667
0,2011-03-12,15,10,15.933333333333334,144533.33333333334
0,2011-03-12,1,11,8.0,115000.0
0,2011-03-13,212,1,14.070754716981131,157816.03773584907
0,2011-03-13,121,2,14.909090909090908,162809.9173553719
0,2011-03-13,69,3,15.753623188405797,132449.27536231885
0,2011-03-13,42,4,13.380952380952381,120952.38095238095
0,2011-03-13,55,5,13.345454545454546,119309.09090909091
0,2011-03-13,38,6,15.31578947368421,130973.68421052632
0,2011-03-13,26,7,15.23076923076923,152307.6923076923
0,2011-03-13,39,8,12.333333333333334,105128.20512820513
0,2011-03-13,24,9,14.916666666666666,109916.66666666667
0,2011-03-13,15,10,15.933333333333334,144533.33333333334
0,2011-03-13,1,11,8.0,115000.0
0,2011-03-14,212,1,14.070754716981131,157816.03773584907
0,2011-03-14,121,2,14.909090909090908,162809.9173553719
0,2011-03-14,69,3,15.753623188405797,132449.27536231885
0,2011-03-14,42,4,13.380952380952381,120952.38095238095
0,2011-03-14,55,5,13.345454545454546,119309.09090909091
0,2011-03-14,38,6,15.31578947368421,130973.68421052632
0,2011-03-14,26,7,15.23076923076923,152307.6923076923
0,2011-03-14,39,8,12.333333333333334,105128.20512820513
0,2011-03-14,24,9,14.916666666666666,109916.66666666667
0,2011-03-14,15,10,15.933333333333334,144533.33333333334
0,2011-03-14,1,11,8.0,115000.0
0,2011-03-15,231,1,14.103896103896103,157164.50216450216
0,2011-03-15,134,2,14.656716417910447,160850.74626865672
0,2011-03-15,83,3,14.879518072289157,129024.09638554217
0,2011-03-15,47,4,13.042553191489361,120574.46808510639
0,2011-03-15,65,5,13.353846153846154,121630.76923076923
0,2011-03-15,46,6,15.217391304347826,127173.91304347826
0,2011-03-15,26,7,15.23076923076923,152307.6923076923
0,2011-03-15,45,8,12.622222222222222,110955.55555555556
0,2011-03-15,27,9,15.37037037037037,112851.85185185185
0,2011-03-15,18,10,16.166666666666668,141111.11111111112
0,2011-03-15,1,11,8.0,115000.0
0,2011-03-15,1,12,20.0,64000.0
0,2011-03-16,234,1,14.085470085470085,156542.73504273503
0,2011-03-16,138,2,14.826086956521738,162478.26086956522
